[2026-03-09 21:23:29,887][__main__][INFO] - [Qwen-3.5-27B_by_gpt_5_4] Starting 8 questions (total 9).
[2026-03-09 21:38:43,940][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:44,381][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:49,674][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:49,675][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:49,682][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:03,289][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:06,809][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:10,771][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:23,249][__main__][INFO] - [GPT-OSS-20B_by_gemini_3_1_pro_preview] Progress: 8/8
[2026-03-09 21:39:23,253][__main__][INFO] - [GPT-OSS-120B_by_gpt_5_4] Starting 8 questions (total 8).
[2026-03-09 21:39:23,963][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:24,020][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:24,021][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:24,398][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:24,403][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:28,204][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:29,297][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:29,684][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:35,269][__main__][INFO] - [GPT-OSS-120B_by_gpt_5_4] Progress: 8/8
[2026-03-09 21:39:35,271][__main__][INFO] - [GPT-OSS-120B_by_claude_opus_4_6] Starting 8 questions (total 8).
[2026-03-09 21:39:37,598][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:37,782][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:37,822][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:38,364][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:38,422][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:43,363][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:43,732][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:39:44,587][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:40:03,528][__main__][INFO] - [GPT-OSS-120B_by_claude_opus_4_6] Progress: 8/8
[2026-03-09 21:40:03,530][__main__][INFO] - [GPT-OSS-120B_by_gemini_3_1_pro_preview] Starting 8 questions (total 8).
[2026-03-09 21:40:07,734][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:40:08,121][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:40:08,765][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:40:08,855][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:40:09,270][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:40:15,592][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:40:17,361][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:40:18,638][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:40:34,540][__main__][INFO] - [GPT-OSS-120B_by_gemini_3_1_pro_preview] Progress: 8/8
